assignment_group,short_description
AZTEC.GP04.HRIT.04,Multi Rater for Greg Plifka - matrix manager correction | AZ AP | Live | Configuration
AZTEC.GP04.HRIT.02,Dell boomi alerts: AZL029_DVFS_CorpDB_OUT | AZ Tech - India | Live | <cause code>
AZTEC.GP04.HRIT.02,Dell bhoomi alerts: APTR_INT_003 | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.02,MAIN: EE_FEEDER- SK  | AZ Tech - India | Live| Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.02,MAIN: DEPT FEEDER - SK  | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecINTF|Issue with Recruiter portal|SER|INTERFACE|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.03,Courses description disappeared |Allianz Tiriac Asigurari S.A. Romania|LIVE|Settings
AZTEC.GP04.HRIT.04,Admin User- Feeder |AZ Egypt|Live|Authorization / Access|
AZTEC.GP04.HRIT.03,Settings for Language & Curency
AZTEC.GP04.HRIT.04,HR Feeder | AZ_Egypt | Live | Configuration
AZTEC.GP04.HRIT.01,Courses do not appear with correct description| AZ Romania|Live| settings
AZTEC.GP04.HRIT.03,LMS Report |AZ Tech|Live|Settings
AZTEC.GP04.HRIT.06,HRT Production access
AZTEC.GP04.HRIT.04,Feeder Account Thomas Unterholzner | ACP | Live | Configuration
AZTEC.GP04.HRIT.03,LMS Admin access request |Allianz UK| LIVE| Authorization/Access
AZTEC.GP04.HRIT.04,HR Feeder duplicates (Virus checked) |AZ Switzerland|Live|Configuration
AZTEC.GP04.HRIT.01,Access Right Monitoring EC|Allianz Czechia|Live|Service Request
AZTEC.GP04.HRIT.04,New Power User (Virus checked) | AZ Switzerland | Live | Authorization/Access
AZTEC.GP04.HRIT.04,Report on Priority setting process |AZ Russia|Live|<Cause code>
AZTEC.GP04.HRIT.01,EC Access Rights Monitoring | AZ Russia | Live | <Configuration>
AZTEC.GP04.HRIT.01,courses in Romanian language don't appear | AZ Romania| Live| Settings
AZTEC.GP04.HRIT.01,page error translation | AZ Romania | Live | Settings
AZTEC.GP04.HRIT.03,Deleting Self-Entered Trainings in LMS | AGCS SE | Live | Settings
AZTEC.GP04.HRIT.02,AZ France ORG Interface - Possible issue with the departments received (Follow-up)  | AZ France | Live |Configuration
AZTEC.GP04.HRIT.01,List of HR admins  | AZ UK | Live |Configuration
AZTEC.GP04.HRIT.01,Purging Employee from the system  (EC-ID: 12190070) | AZ Tech - Austria | Live |Configuration
AZTEC.GP04.HRIT.05,Performance Issues in Recruiter Portal
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Allianz Careers - Global Job Search does not work |SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.03, Unable to download  the Global Data privacy Training certificate  | AZ Tech - India | Live | settings
AZTEC.GP04.HRIT.01,Deleting two persons | AZ Tech - Austria | Live | Configuration
AZTEC.GP04.HRIT.01,10202434- Employee is not able to access SF  | AZ UK | Live | Authorization/Access
AZTEC.GP04.HRIT.04,FW: Multi Rater for Mr. GUY APOVY. |AZAP|Live|<Cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Referenzcode: AZLE-7452334-1 |SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in Account creation|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Username sync issue data correction | AZ Germany  | Live | Settings
AZTEC.GP04.HRIT.04,SuccessFactors - access issues Vinay Surana | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.01,Availability of EC Picklist Report/Export? | AZ US LIfe  | Live | Configuration
AZTEC.GP04.HRIT.01,Sign On Method for Samuel Dittberner ( EC Employee ID = 10101494) | AZ US LIfe  | Live |Access/Authorization
AZTEC.GP04.HRIT.02,Dell bhoomi alert: APTR_INT_003 | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,Dell boomi Alert: AZL029_DVFS_CorpDB_OUT | AZ Tech India | Live| Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Account creation|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05, SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,Ref. INC4721928 - Screen freezes | AGI | Live | REQM
AZTEC.GP04.HRIT.02,Alert for MAIN: EE_FEEDER- SK | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,MAIN: DEPT FEEDER - SK | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.01,Workflow approval change | AZ UK  | Live | Configuration
AZTEC.GP04.HRIT.01,Access HRA and HRS Germany |AZ Germany|Live| Configuration
AZTEC.GP04.HRIT.04,Support Request Template / Multi Rater - Paulo Pinto |AZ Germany|Live|<Cause code>
AZTEC.GP04.HRIT.04,Andrea Maria Sobrero |AGCS SE|Live|Configuration
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Steve Bates  | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template |AGCS|Live|Configuration
AZTEC.GP04.HRIT.02,DellBoomi Prod Interface Moniotor for connection failure| AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.03,Problems/ Issue  with the LMS Tool |AZ Germany|Live|Settings
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Gerard John Vanderzanden  | AZ US Life | Live | <cause code>
AZTEC.GP04.HRIT.04,Success Factors access to Simon Cahill |Allianz Partners|Live|<Cause code>
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Requisition related|SER|REQ MNMT|E-REC|AGI
AZTEC.GP04.HRIT.04,Feeder Account Mark Stepp |ACP|Live|Configuration
AZTEC.GP04.HRIT.03,LMS - Learning Management System
AZTEC.GP04.HRIT.04,Problems with visibility in SF – User is a re-entry |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue portal login issue|SER|USER ADMN|E-REC|AZV
AZTEC.GP04.HRIT.04,WG: SuccessFactors Incident / Support Request Template | Euler Hermes | Live | Configuration
AZTEC.GP04.HRIT.02,Mentioned employee profile are not reflecting in HCT. All there credentials are mapped correctly in SF. | AZ India | Live | Network
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Unable to login|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,10204550 profile is not available in HCT.  |AZ Tech India|Live|Data issues
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,Please look into the request. as the employee (15017928) is not able to access  Success Factors.  |AZ Tech India|Live|Authorization/access
AZTEC.GP04.HRIT.03,LMS - Learning Management System |Allianz Deutschland |LIVE|Process
AZTEC.GP04.HRIT.01,Authorization of cost centre creation for HR-Services | AZ Tech - Austria | Live | service request
AZTEC.GP04.HRIT.01,Need  headcount of Nationalities in EC  | Allianz SE Singapore | Live | Settings
AZTEC.GP04.HRIT.04,HR Feeder access rights to  Maike Cloppenburg | AZAP | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,Email Notification - ENG and DEU  | AZ Germany | Live | Settings
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Job portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|job portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04, RE: INC4610709 RE: SuccessFactors Incident / Support Request Template |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.04,RES: INC4304219_RE: AZ Brazil - Feeder - SF :: Data Replication  |AZ Brazil|Live| Configuration
AZTEC.GP04.HRIT.01,Overview of all SFA users (all roles. all OEs) |AZ Germany |Live| Service Request
AZTEC.GP04.HRIT.03,no Access to theb LMS Tool  | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.03,English email notifications_LMS Romania
AZTEC.GP04.HRIT.04,Multi-rater 2020 | AZ Tech | Live | <cause code>
AZTEC.GP04.HRIT.04,Move Performance Form to new Line Manager  | AZ Thailand | Live | <cause code>
AZTEC.GP04.HRIT.02,AZD-PRD-LP1-102  | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.02,APTR_INT_003  | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.02,Packaged Integration: SuccessFactors Employee Central to ERP Employee Data Replication  | AZ Tech - India | Live | <cause code>
AZTEC.GP04.HRIT.01,FR1730BEL - we need a simple report including users ID. names and email adresses | AZ AP | Live |Configuration
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | <configuration>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Candidate status information |SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template |AllianzAM|Live|<Cause code>
AZTEC.GP04.HRIT.04,Feeder - Request for access in the Feeder for Pierrick Michel | EH | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.03,AVC: unable to access training material on Allianz U page | AZ Tech - UK | Live | Settings
AZTEC.GP04.HRIT.03,Record Learning option is not visible to a manager in SAP SF LMS |AZ Germany |Live |Other
AZTEC.GP04.HRIT.03,Cannot add end date to training in the LMS | Allianz Ireland | Live | Settings
AZTEC.GP04.HRIT.04,398763/2020 Can we generate DRTM/GDPR report for a specific Country(OE)  | AZ TECH | Live | Configuration
AZTEC.GP04.HRIT.03,Creating report from Success Factor | AZ Tech - Hungary | Live | Settings
AZTEC.GP04.HRIT.04,Feeder Inquiry 2 | AZ_Egypt | Live | Configuration
AZTEC.GP04.HRIT.04,WG: H10- Doan-nghi.nguyen: Success Factors |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.05, SER_eRecREQM|Creating new requisition on E-Rec - Portal freezes|SER|REQ MGMT|E-REC|AGI
AZTEC.GP04.HRIT.04,RE: Inquiry |AZ Egypt|Live|Configuration
AZTEC.GP04.HRIT.04,FW: Multi Rater for Mr. GUY APOVY. |AZAP|Live|<Cause code>
AZTEC.GP04.HRIT.05,Restart of QA Systems | AZ Technology | Live | USAD
AZTEC.GP04.HRIT.02,updated primary email and the other relevant details in SF for the listed employees. but it's HCT profile not generated | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.01,Employee: Gibin Rajumon George. ID: 10202947 is unable to access SF and training link. | AZ Tech - India | Live |Authorization or access
AZTEC.GP04.HRIT.04,URGENT - SuccessFactors Incident / Support Request Template: Feeder: deplicated line for Pierrick MICHEL | EH | Live | Configuration
AZTEC.GP04.HRIT.04,MR / Lisa Schroeter |AZ Germany|Live| Authorization/access |
AZTEC.GP04.HRIT.03,no Access to the LMS Tool | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.05,Hiring Manager did not get the link with the CV | Allinz Clobal Investors | Live | REQM
AZTEC.GP04.HRIT.03,no Access to my Services and LMS Tool | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.04,Invalid User in Legacy SF [INTERNAL] | AZ Australia | Live | Authorization/access 
AZTEC.GP04.HRIT.04,Request to delete Damian John Lynch 2020 PM Form | AGCS | Live | Configuration
AZTEC.GP04.HRIT.06,Please deactivate the 2 FA passcode so Ana can rescan the QR Code | AZ Australia | Live | Authorization / Access
AZTEC.GP04.HRIT.01,TEST INCIDENT| Access Issue|AZ Technology India | Live | <Authorization / Access>
AZTEC.GP04.HRIT.04,Mass Email Address Changed from FFIC to AGCS | AGCS | Live| Configuration
AZTEC.GP04.HRIT.01,Incident for Service Request REQ1589955 Divya Rajendra | AZ Australia | Live | Application Error
AZTEC.GP04.HRIT.02,AWP001 EC to UltiPro | AWP US | Live | <Configuration>
AZTEC.GP04.HRIT.01,RE: HRSM46584: success factor link not working | AZ Tech - India | Live | <configuration>
AZTEC.GP04.HRIT.05,How to add an employee as referrer to an application | Allinz Clobal Investors | Live | REQM
AZTEC.GP04.HRIT.05,SER_eRecUSAD|SAP E-Recruiting - Login issue |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Authorization/Access
AZTEC.GP04.HRIT.03,Anti-Harassment Training - SF question | AZ US | Live | Settings
AZTEC.GP04.HRIT.04,Request from Allianz Partners Canada:  Unable to Launch 2020 IM Performance Form | AZAP | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecINTF|Files not delivedred|SER|INTERFACE|EREC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Information about Job posting|SER|REQ MNMT|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZP
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Account creation and hiring manager access|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.02,Missing Details in HCT | AZ India | Live | Network
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Private Markets London Internship  |SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Maneesh Rajendran : 10204499 . please remove the termination row effective 04 Sep 2019.  | AZ Tech  - India | Live | <Data Change>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request |Euler Hermes|Live|Authorization/access|
AZTEC.GP04.HRIT.01,change 27 employees' local job title and cost center  | AZ Partners China | Live | Configuration
AZTEC.GP04.HRIT.01,TEST TICKET |AZTech IND|Live|<Application Error>
AZTEC.GP04.HRIT.04,RE: INC4633214 RE: SuccessFactors Incident / Support Request Template | AZSE | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,RE: 2020 Multi Rater - Category Change |Allianz Turkey|Live|<Cause code>
AZTEC.GP04.HRIT.04,WG: SuccessFactors Incident / Support Request Template - access authorization|AZ Germany|Live| Configuration
AZTEC.GP04.HRIT.04,"""Priority Report"" from SF PROD on PM form HUN Colleagues  | AZ Hungary | Hypercare | <cause code>"
AZTEC.GP04.HRIT.02,Unexpected sending of a contractual modification  | AZ France | Live | <cause code>
AZTEC.GP04.HRIT.06,Access cleanup of support team | Authorization / Access
AZTEC.GP04.HRIT.03,TM profile does not allow to create  a new Talent pool and to nominate  | AZ France | Live | <Configuration>
AZTEC.GP04.HRIT.04,Run a Report in Performance Module for AUS for Active Employees  | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.04,Leavers in Feeder | AZ AP | Live |Configuration
AZTEC.GP04.HRIT.03,Email notifications_LMS Romania
AZTEC.GP04.HRIT.04,TO DO missing
AZTEC.GP04.HRIT.04,error acces Multirater Camelia C | Romania | Live | Authorization / Access
AZTEC.GP04.HRIT.05,candidate application error | CAR | Live | JSRH
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template/ Multi Rater Jana Jensen | AZ Germany | Live | <cause code>
AZTEC.GP04.HRIT.04,Change the department in HR Feeder/Success Factors from Finance to Product Provider | AZAP | Live | Configuration
AZTEC.GP04.HRIT.04,SuccessFactors - access issues Vinay Surana | AZ AP | Live | Authorization / Access
AZTEC.GP04.HRIT.04,ASPP Proxy Access in SF | AGCS | Live | Authorization / Access
AZTEC.GP04.HRIT.04,Change the department in HR Feeder/Success Factors from Finance to Product Provider | AZAP | Live | Configuration
AZTEC.GP04.HRIT.02,AZL008_ RIVERMINE_OUT  | AZ Tech - India | Live | <cause code>
AZTEC.GP04.HRIT.02,Missing New Joiner Record on Interface File  | AZ Thailand | Live | Data issues
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZCH
AZTEC.GP04.HRIT.03,Learning admins to be removed  | AZ US Life | Live | Authorization/access
AZTEC.GP04.HRIT.04,Succes Factors. | AGCS | Live | Authorization / Access
AZTEC.GP04.HRIT.02,Problem with the ORG interface | AZ France | Live | Configuration
AZTEC.GP04.HRIT.04,Manager change didn't work |Euler Hermes|Live|<Cause code>
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template |AGCS|Live| Authorization/access |
AZTEC.GP04.HRIT.04,missing button use Multi rater 
AZTEC.GP04.HRIT.04,Error acces Multi rater Cristina Andrei
AZTEC.GP04.HRIT.01,Employee Jyoti Singh is not able to access success factors.  | AZ Tech - India | LIve | Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Candidate application status|SER|REQ MNMT|E-REC|CAR
AZTEC.GP04.HRIT.05,eRec -Change Company Address | Euler Hermes | Live | JSRH
AZTEC.GP04.HRIT.05,eRec -Change Company Address | Euler Hermes | Live | REQM
AZTEC.GP04.HRIT.01,TEST TICKET | AZ Tech IND | LIve | <TEST TICKET>
AZTEC.GP04.HRIT.02,15017914 -  profile is not available in HCT. Please check |AZ Tech India|Live| Network
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue- External portal|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Account Access Not Working |SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request Template |Euler Hermes | Live| Authorization/access
AZTEC.GP04.HRIT.04,Javier Bartolome Feeder |Allianz Partners|Live| Authorization/access |
AZTEC.GP04.HRIT.02, Employee - (i90433)  is not reflecting in HCT.  | AZ Tech - India | LIve | Configuration
AZTEC.GP04.HRIT.01,15012736 - employee is not able to access SuccessFactor | AZ Tech - India | Live | <Authorization/access>
AZTEC.GP04.HRIT.04,Urgent Feeder Creation - 3 accounts for Multi rater | AZ  AP | Live | Configuration
AZTEC.GP04.HRIT.04,Greg Vasileiou : P&P SF/ power user | Euler Hermes | Live | <cause code>
AZTEC.GP04.HRIT.02,Multiple alerts for  Packaged Integration: EC to ERP - Employee Organizational Assignment Replication v2.0  | AZ Tech - India | Live | Configuration
AZTEC.GP04.HRIT.04,CZE_Launched PM2020 Forms - HOW section  | AZ Czech | Live | <cause code>
AZTEC.GP04.HRIT.04,No Access to Legacy SF |AZ Tech|Live| Authorization/access |
AZTEC.GP04.HRIT.03,PM in Employee Profile | AGCS | Live | Configuration
AZTEC.GP04.HRIT.04,CZE_mix of languagues (PM e-mail notification) |AZ Czchia|Live|<cause code>
AZTEC.GP04.HRIT.04,2020 Multi Rater - Category Change |AZ Turkey|Live|<Cause code>
AZTEC.GP04.HRIT.03,Regarding Missing Data Elements when Creating a Report |AZ Germany|Live|Settings
AZTEC.GP04.HRIT.04,Duplicate Account Alexey Mashechkin | AP | Live | Configuration
AZTEC.GP04.HRIT.01,EC: Release Communication - June 2020 - Change the presentation of data | AZ Germany | Live| Configuration
AZTEC.GP04.HRIT.02,CZE_Department File |AZ Czechia|Live|Data issues
AZTEC.GP04.HRIT.01,Unable to access the Success Factor | AZ Tech - India | Live | Authorisation/Access
AZTEC.GP04.HRIT.04,Multi-Rater – Rater not available  | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.04,Greg Vasileiou : P&P SF/ power user | Euler Hermes | Live | Configuration
AZTEC.GP04.HRIT.04,EC Access APAC TU_CM-Victoria Choo|AZSE|Live|Authorization/access
AZTEC.GP04.HRIT.01,correct the username for EE Natalya Sergeevna Kritskaya (12300577). It should be Nataliya.Kritskaya@allianz.ru | AZ Russia | Live | Configuration
AZTEC.GP04.HRIT.01,Assign user to SFA roll out support HRCR-3232 role |AZ Germany|Live|Authorization/access
AZTEC.GP04.HRIT.03,H7 - Global P&C - Christoph Komischke | AZ SE | Live |Settings
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template - Christian Carli| AZSE | Live | Configuration
AZTEC.GP04.HRIT.02,CZE_User data not updated in HRT  | AZ Czech | Live | Network
AZTEC.GP04.HRIT.04,H6 Multirater profile update required | AZSE | Live | Configuration
AZTEC.GP04.HRIT.04,Multi-Rater – Rater not available  | AZ Technology | Live | Configuration
AZTEC.GP04.HRIT.04,Duplicate in Feeder – Sebastian Steininger |AZ Technology|Live|Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager access|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.04,New ASE: Profile not ediatble-Thomas Huber|AZ Technology|Live|Authorization/access
AZTEC.GP04.HRIT.03,LMS Admin  access request | Allianz UK | Live |Authorization/access
AZTEC.GP04.HRIT.04,Interim report solution through AZ Tech - Priority Report |AZ Australia|Live|<Cause code>
AZTEC.GP04.HRIT.04, Interim report solution through AZ Tech service requests - Performance Form Status Report  |AZ Australia|Live|<Cause code>
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request |AZ Germany|Live|<Cause code>
AZTEC.GP04.HRIT.04,ERROR ON PM FORM ROUTE DOCUMENT FEATURE IN PROD  | AZ Hungary | Live | <cause code>
AZTEC.GP04.HRIT.05,Application error occured | CAR | Live | JSRH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Not able to change the password|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,Transfer Request | AGCS | Live | Configuration
AZTEC.GP04.HRIT.01,"Basic User Info Import Template - June 9. 2020 To Correct ""&&NO_OVERWRITE&&"" Values Used on Import File  | AZ US | Live | <configuration>"
AZTEC.GP04.HRIT.02,AZUKH001_ITRENT_EE_OUT  | AZ Tech India | Live | <cause code>
AZTEC.GP04.HRIT.01,Position Org Chart - not showing employee name  | AZ US | Live | Settings
AZTEC.GP04.HRIT.04,Create account for new hires |Allianz Technology|Live|Configuration
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request |AZ Partners USA|Live|<Cause code>
AZTEC.GP04.HRIT.04,Multi Rater Dropdown Issue | AZSE  | Live | Configuration
AZTEC.GP04.HRIT.05,Power user access | Allianz SE| Live | USAD
AZTEC.GP04.HRIT.06,Please reset Two Factor Authentication in IAS for Matthew Mitchell |AZ US|Live|<Cause code>
AZTEC.GP04.HRIT.04,restore report in Success Factor |AZ Technology|Live|<Cause code>
AZTEC.GP04.HRIT.02,Fusion Questions Ref INC4564560 | AZ US | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Delete Recruiter|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03, Invalid Login to Success Factors for Compliance e-Training | AZ GI | Live | Authorization/access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Access|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,Massdata Load – New Hire   | AZ Austria | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|eRecruiting: Manual login creation |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.01,SF PROD access for Abhishek Pant |AZ Tech - India|Live|Authorization/Access
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,Sheila Leung's account |AllianzGi|Live| Configuration
AZTEC.GP04.HRIT.01,Unable to access SuccessFactor.  | AZ Tech India | Live | <General Enquiry>
AZTEC.GP04.HRIT.01,Incorrect start date in EC  | AZ UK | Live | Configuration
AZTEC.GP04.HRIT.04,AW: H10: SuccessFactors  | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.03,Unable to attend DSE Course  | AZ Tech - UK | Live |  Authorization/Access
AZTEC.GP04.HRIT.01,AZ FR - Integration error in our local system from TEST instance |AZ France|Live|Configuration
AZTEC.GP04.HRIT.04,Multi-Rater issues |Allianz Partners|Live|Configuration
AZTEC.GP04.HRIT.01,Successfactor Issue  | AZ Tech - India | Live | <Authorization/access>
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.05,change username og candidate | CAR |Live | JSRH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in Account creation|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Employee can not access Employee Central  | AZ UK | Live | <Authorization/access>
AZTEC.GP04.HRIT.02,Request for changing boomi schedule for employees data pushes  | AZ Spain | Live | <cause code>
AZTEC.GP04.HRIT.01,Massdata Load – New Hire  | AZ Austria | Live | Configuration
AZTEC.GP04.HRIT.01,change date of end of contract  | AZ Austria | Live | <data change>
AZTEC.GP04.HRIT.04,2020 IM Multi Rater– Document Link in E-Mail notification failed | AZ Czech | Live | <cause code>
AZTEC.GP04.HRIT.04,MR Feedback form | AZ Brazil | Live | <cause code>
AZTEC.GP04.HRIT.04,Feeder - SF :: Data Replication | AZ Brazil | Live |Configuration
AZTEC.GP04.HRIT.01,Access Issue - Username Field in Basic User Info Portlet NOT Updating from Business EMail (6/8/2020)  | AZ US | Live | <configuration>
AZTEC.GP04.HRIT.03,PM Data file re TM rating migration from legacy to local EC - Data file contained all OE not just Australia and New Zealand 00020_AUS.  00013_AUS | AZ Australia
AZTEC.GP04.HRIT.02,AZF001_AWP_LID_IN  | AWP France | Hypercare | <Process>
AZTEC.GP04.HRIT.02,Dell Boomi Alert : MAIN: DEPT FEEDER - SK  | AZ India | Live |Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,userlogin not working properly | Euler Hermes | Live | USAD
AZTEC.GP04.HRIT.05,Issue with eRec portal | AZ Austria | Live | REQM
AZTEC.GP04.HRIT.01,Matt is unable to access EC | AZ UK | Live | Authorization/Access
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | <Authorization / Access>
AZTEC.GP04.HRIT.05,  SER_eRecUSAD|Allianz career site.-password reset|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Application reg|SER|USER ADMN|E-REC|AZFR
AZTEC.GP04.HRIT.01,File to upload Variable pay (at target) | AZ Benelux | Live | <Database>
AZTEC.GP04.HRIT.01,It seems that we have two employees that had been created incorrectly and should be purged from SF
AZTEC.GP04.HRIT.03,A concern is raised by the following resource – Thomas : 10201219/ I85021 that unable to access Success factor and LMS. | AZ India | Live | Authorization/access
AZTEC.GP04.HRIT.04,Feeder issue - MR 2020 |AZ Germany|Live|Configuration
